"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount","ClubFromID","ClubToID","Year_F","date","month","player_id","name","teamName","age","positionText","apps","subOn","minsPlayed","manOfTheMatch","yellowCard","redCard","rating","goal","assistTotal","shotsPerGame","keyPassPerGame","dribbleWonPerGame","foulGivenPerGame","offsideGivenPerGame","dispossessedPerGame","totalPassesPerGame","passSuccess","tacklePerGame","interceptionPerGame","foulsPerGame","clearancePerGame","outfielderBlockPerGame","goalOwn"
"17-Aug","Italie","Simone Zaza","in","Valencia CF","Spain","Torino","Italy",12,30,59,2018,17,8,71647,"Simone Zaza","Torino",28,"Forward",29,18,1424,0,8,1,6.48344827586207,4,3,1.93103448275862,0.517241379310345,0.0689655172413793,0.931034482758621,0.517241379310345,0.96551724137931,9.44827586206897,67.1532846715328,0.689655172413793,0.137931034482759,1.58620689655172,0.310344827586207,0.0344827586206897,0
"26-Jul","Italie","R.  Mandragora","in","Juventus","Italy","Udinese","Italy",20,52,60,2018,26,7,241020,"Rolando Mandragora","Udinese",22,"Midfielder",35,2,2921,0,8,1,6.72571428571429,3,2,1.31428571428571,0.828571428571429,0.114285714285714,1.14285714285714,0.0285714285714286,0.4,32.3428571428571,84.3639575971731,1.91428571428571,1.2,1.31428571428571,1.54285714285714,0.257142857142857,0
"13-Jul","RD Congo","H.  Manzala","in","Amiens","France","Angers","France",1,61,62,2018,13,7,232576,"Harrison Manzala","Angers",25,"Midfielder",8,8,66,0,0,0,5.97625,0,0,0.25,0,0,0.375,0.125,0.125,3,58.3333333333333,0.25,0,0.125,0.125,0,0
"04-Jul","Tchad","Casimir Ninga","in","Montpellier","France","Caen","France",2,71,64,2018,4,7,298542,"Casimir Ninga","Caen",26,"Forward",33,5,2476,1,9,0,6.58030303030303,6,3,1.60606060606061,0.757575757575758,1.57575757575758,1.06060606060606,0.484848484848485,2.60606060606061,14.2424242424242,76.3829787234043,1.60606060606061,0.666666666666667,1.93939393939394,0.272727272727273,0.0303030303030303,0
"24-Jul","Maroc","Yacine Bammou","in","Nantes","France","Caen","France",2,72,64,2018,24,7,231145,"Yacine Bammou","Caen",28,"Forward",17,8,919,0,2,0,6.40117647058823,2,0,1,0.352941176470588,0.176470588235294,0.529411764705882,0.176470588235294,1,17.5882352941176,76.2541806020067,0.823529411764706,0.529411764705882,0.529411764705882,0.882352941176471,0.176470588235294,0
"03-Aug","Maroc","Fayçal Fajr","in","Getafe","Spain","Caen","France",2,32,64,2018,3,8,105026,"Faycal Fajr","Caen",31,"Midfielder",36,0,3240,5,6,0,6.88722222222222,5,4,1.41666666666667,1.5,0.805555555555556,2.47222222222222,0.0833333333333333,0.972222222222222,53.0277777777778,81.4038763750655,1.80555555555556,0.805555555555556,1.19444444444444,0.444444444444444,0.166666666666667,0
"02-Jul","France","Jonathan Ikoné","in","Paris S-G","France","Lille","France",5,75,67,2018,2,7,322094,"Jonathan Ikoné","Lille",21,"Midfielder",38,4,2815,0,3,0,6.8171052631579,3,9,1.34210526315789,1.5,1.97368421052632,0.763157894736842,0.0263157894736842,1.71052631578947,24.1052631578947,73.7991266375546,0.657894736842105,0.157894736842105,0.947368421052632,0.105263157894737,0.0526315789473684,0
"01-Jul","France","Martin Terrier","in","Lille","France","Lyon","France",11,67,68,2018,1,7,329356,"Martin Terrier","Lyon",22,"Midfielder",32,16,1481,2,2,0,6.70375,9,0,1.125,0.90625,0.4375,0.375,0.15625,0.46875,15.8125,84.1897233201581,0.71875,0.1875,0.40625,0.3125,0.0625,0
"02-Jul","France","Tanguy Ndombele","in","Amiens","France","Lyon","France",10,61,68,2018,2,7,321389,"Tanguy Ndombele","Lyon",22,"Midfielder",34,3,2693,1,3,0,6.98911764705882,1,7,0.911764705882353,1.38235294117647,1.88235294117647,2.11764705882353,0,1.47058823529412,57.6764705882353,89.0872004079551,1.94117647058824,0.882352941176471,1.23529411764706,0.294117647058824,0.264705882352941,0
"21-Aug","Belgique","Jason Denayer","in","Manchester City","England","Lyon","France",6.5,13,68,2018,21,8,243511,"Jason Denayer","Lyon",24,"Defender",31,0,2748,0,2,0,6.75161290322581,2,0,0.483870967741935,0.161290322580645,0.354838709677419,0.290322580645161,0,0.161290322580645,63.5161290322581,93.8039614017268,1.06451612903226,0.838709677419355,0.419354838709677,3.83870967741935,1.03225806451613,0
"19-Jun","France","Willem Geubbels","in","Lyon","France","Monaco","France",20,68,70,2018,19,6,345987,"Willem Geubbels","Monaco",18,"Forward",1,1,7,0,0,0,6,0,0,0,0,0,0,0,1,3,33.3333333333333,0,0,0,0,0,0
"24-Jul","Côte d'Ivoire","J.-E. Aholou","in","Strasbourg","France","Monaco","France",14,79,70,2018,24,7,139111,"Jean Eudes Aholou","Monaco",25,"Midfielder",17,5,1076,0,2,0,6.53117647058824,0,1,0.764705882352941,0.470588235294118,0.588235294117647,1,0,0.529411764705882,31.8823529411765,84.8708487084871,1.17647058823529,1,1.52941176470588,0.705882352941177,0,0
"24-Jul","Algérie","Andy Delort","in","Toulouse FC","France","Montpellier","France",5,80,71,2018,24,7,79976,"Andy Delort","Montpellier",28,"Forward",36,0,3132,3,4,0,7.27333333333333,14,7,3.30555555555556,1.58333333333333,1.5,1.47222222222222,0.694444444444444,1.77777777777778,29.25,63.9126305792973,0.944444444444444,0.111111111111111,2.58333333333333,0.166666666666667,0.194444444444444,0
"13-Aug","France","Myziane Maolida","in","Lyon","France","Nice","France",10,68,73,2018,13,8,336074,"Myziane Maolida","Nice",20,"Forward",14,4,956,0,2,0,6.54357142857143,0,3,1.28571428571429,1.35714285714286,1.35714285714286,0.5,0.214285714285714,1.92857142857143,24.6428571428571,81.7391304347826,0.857142857142857,0.0714285714285714,0.357142857142857,0.357142857142857,0,0
"17-Jul","France","Kylian Mbappé","in","Monaco","France","Paris S-G","France",180,70,75,2018,17,7,300713,"Kylian Mbappé","Paris Saint-Germain",20,"Forward",29,5,2344,9,5,1,7.99862068965517,33,7,4.31034482758621,1.62068965517241,2.24137931034483,1.51724137931034,1.03448275862069,1.51724137931034,26.8965517241379,79.3589743589744,0.275862068965517,0.172413793103448,0.655172413793103,0.0689655172413793,0,0
"16-Aug","Allemagne","Thilo Kehrer","in","Schalke 04","Germany","Paris S-G","France",37,95,75,2018,16,8,255167,"Thilo Kehrer","Paris Saint-Germain",23,"Defender",27,8,1896,1,4,0,6.98481481481482,1,2,0.518518518518518,0.222222222222222,0.148148148148148,0.666666666666667,0,0.259259259259259,49.5185185185185,92.7449513836948,2.37037037037037,1.14814814814815,0.962962962962963,2.2962962962963,0.666666666666667,0
"31-Aug","Espagne","Juan Bernat","in","Bayern Munich","Germany","Paris S-G","France",5,83,75,2018,31,8,106894,"Juan Bernat","Paris Saint-Germain",26,"Defender",25,4,1838,0,6,1,6.8448,1,2,0.2,0.8,0.72,0.8,0.24,0.88,41.56,90.7603464870067,1.88,0.8,1.32,1.16,0.2,0
"12-Jun","France","J.  Siebatcheu","in","Reims","France","Rennes","France",12,76,77,2018,12,6,260812,"Jordan Siebatcheu","Rennes",23,"Forward",15,8,608,1,0,0,6.49933333333333,3,1,1.33333333333333,0.2,0.0666666666666667,0.466666666666667,0.133333333333333,0.733333333333333,6.06666666666667,74.7252747252747,0.4,0.266666666666667,0.866666666666667,0.333333333333333,0.133333333333333,0
"21-Jun","France","Del Castillo","in","Lyon","France","Rennes","France",2,68,77,2018,21,6,300291,"Romain Del Castillo","Rennes",23,"Midfielder",29,14,1339,1,1,0,6.51862068965517,0,3,0.689655172413793,0.827586206896552,1.24137931034483,0.724137931034483,0.103448275862069,0.896551724137931,16.6551724137931,74.5341614906832,1.24137931034483,0.689655172413793,1.06896551724138,0.241379310344828,0,0
"24-Jul","France","C.  Grenier","in","Guingamp","France","Rennes","France",4,66,77,2018,24,7,79562,"Clément Grenier","Rennes",28,"Midfielder",33,4,2668,0,6,0,6.82818181818182,2,5,1.48484848484848,1.6969696969697,0.696969696969697,0.757575757575758,0,0.848484848484849,51.1818181818182,82.2380106571936,1.33333333333333,0.878787878787879,1.03030303030303,1.03030303030303,0.121212121212121,0
"30-Aug","Sénégal","Mbaye Niang","in","Torino","Italy","Rennes","France",15,59,77,2018,30,8,58761,"M'Baye Niang","Rennes",24,"Forward",29,10,1794,1,5,0,6.88103448275862,11,4,2.20689655172414,0.379310344827586,0.620689655172414,1.58620689655172,0.379310344827586,1.17241379310345,13.4827586206897,72.6342710997442,0.551724137931034,0.275862068965517,1.51724137931034,0.448275862068966,0.103448275862069,0
"16-Aug","France","Rémy Cabella","in","Marseille","France","Saint-Etienne","France",5,69,78,2018,16,8,85693,"Rémy Cabella","Saint-Etienne",29,"Midfielder",34,0,3000,4,4,1,7.13411764705882,8,4,2.41176470588235,1.73529411764706,1.64705882352941,1.97058823529412,0.117647058823529,2.05882352941176,58.0882352941176,86.4810126582279,2.58823529411765,0.558823529411765,1,0.0882352941176471,0.0294117647058824,0
"26-Jul","Belgique","Matz Sels","in","Newcastle United","England","Strasbourg","France",4,15,79,2018,26,7,78386,"Matz Sels","Strasbourg",27,"Goalkeeper",37,0,3330,0,2,0,6.70648648648649,0,0,0,0,0,0.162162162162162,0,0,25.8108108108108,57.2774869109948,0,0.027027027027027,0.027027027027027,1.10810810810811,0,0
"28-Jun","France","Baptiste Reynet","in","Dijon","France","Toulouse FC","France",4,65,80,2018,28,6,105028,"Baptiste Reynet","Toulouse",29,"Goalkeeper",31,0,2705,3,0,1,6.60612903225807,0,0,0,0.129032258064516,0.0967741935483871,0.258064516129032,0,0.032258064516129,31.0645161290323,61.5784008307373,0,0.032258064516129,0.032258064516129,0.838709677419355,0,1
"01-Jul","Côte d'Ivoire","M.-A. Gradel","in","Bournemouth","England","Toulouse FC","France",2,2,80,2018,1,7,29814,"Max-Alain Gradel","Toulouse",31,"Forward",36,0,3240,3,6,0,7.14194444444444,11,5,3.33333333333333,1.47222222222222,2.44444444444444,2.61111111111111,0.472222222222222,2.83333333333333,31.2222222222222,74.1992882562278,1.61111111111111,0.5,1.97222222222222,0.694444444444444,0.25,0
"01-Jul","RD Congo","Firmin Mubele","in","Rennes","France","Toulouse FC","France",5,77,80,2018,1,7,139586,"Firmin Ndombe Mubele","Toulouse",25,"Forward",15,11,460,0,0,0,6.196,1,0,0.8,0.2,0.466666666666667,0.866666666666667,0.133333333333333,0.933333333333333,5.33333333333333,82.5,0.6,0.133333333333333,0.4,0.133333333333333,0,0
"07-Jun","Danemark","Thomas Delaney","in","Werder Bremen","Germany","Dortmund","Germany",20,97,84,2018,7,6,73744,"Thomas Delaney","Borussia Dortmund",28,"Midfielder",30,3,2290,4,7,0,7.12633333333333,3,5,1.1,0.5,0.333333333333333,0.833333333333333,0.0666666666666667,0.466666666666667,53.6333333333333,85.5189558732132,2.3,1.93333333333333,1.5,1.43333333333333,0.3,0
"26-Jun","France","Abdou Diallo","in","Mainz","Germany","Dortmund","Germany",28,92,84,2018,26,6,248112,"Abdou Diallo","Borussia Dortmund",23,"Defender",28,1,2381,1,1,1,6.88321428571429,1,1,0.357142857142857,0.392857142857143,1.42857142857143,0.428571428571429,0.0357142857142857,0.571428571428571,64.8928571428571,88.9928453494772,1.28571428571429,0.928571428571429,0.75,3.07142857142857,0.535714285714286,0
"01-Jul","Allemagne","Marius Wolf","in","E Francfort","Germany","Dortmund","Germany",5,87,84,2018,1,7,312666,"Marius Wolf","Borussia Dortmund",24,"Midfielder",16,6,831,0,1,1,6.483125,1,0,0.4375,0.4375,0.6875,0.8125,0.125,0.875,35.0625,84.4919786096257,0.875,0.8125,0.8125,0.75,0,0
"28-Aug","Espagne","Paco Alcácer","in","FC Barcelona","Spain","Dortmund","Germany",23,28,84,2018,28,8,95953,"Paco Alcácer","Borussia Dortmund",26,"Forward",26,15,1205,2,0,0,6.92615384615385,18,0,2,0.576923076923077,0.230769230769231,0.269230769230769,0.346153846153846,0.5,10.8461538461538,75.177304964539,0.115384615384615,0.230769230769231,0.192307692307692,0.269230769230769,0,0
"13-Jul","France","Alassane Pléa","in","Nice","France","M'gladbach","Germany",25,73,85,2018,13,7,108585,"Alassane Pléa","Borussia M.Gladbach",26,"Forward",34,6,2509,1,2,0,6.76823529411765,12,4,2.44117647058824,0.970588235294118,0.676470588235294,0.941176470588235,0.588235294117647,1.58823529411765,18.0882352941176,72.0325203252033,0.411764705882353,0.0882352941176471,1.02941176470588,0.441176470588235,0.0588235294117647,0
"01-Jul","Allemagne","Jerôme Gondorf","in","Werder Bremen","Germany","Freiburg","Germany",1.3,97,88,2018,1,7,133505,"Jérôme Gondorf","Freiburg",31,"Midfielder",25,12,1296,0,3,0,6.5688,2,2,0.92,0.8,0.24,1,0.08,0.68,18.44,72.885032537961,1.32,0.76,1.16,0.84,0.2,0
"01-Jul","Japon","Genki Haraguchi","in","Düsseldorf","Germany","Hannover 96","Germany",4.5,86,89,2018,1,7,238698,"Genki Haraguchi","Hannover 96",28,"Midfielder",28,6,2127,0,1,0,6.69785714285714,0,3,1.14285714285714,0.964285714285714,1.64285714285714,1.25,0.0357142857142857,1.03571428571429,26.25,78.0952380952381,1.57142857142857,0.75,1.14285714285714,0.892857142857143,0.178571428571429,0
"28-Jun","France","J.-P. Mateta","in","Lyon","France","Mainz","Germany",10,68,92,2018,28,6,328096,"Jean-Philippe Mateta","Mainz 05",22,"Forward",34,5,2495,3,2,0,6.93058823529412,14,2,2.85294117647059,0.882352941176471,1,0.911764705882353,1.05882352941176,1.76470588235294,13.1764705882353,71.2053571428571,0.382352941176471,0.0882352941176471,0.941176470588235,0.647058823529412,0.0588235294117647,0
"05-Aug","Espagne","Aarón Martín","in","Espanyol","Spain","Mainz","Germany",10,27,92,2018,5,8,323546,"Aarón Martín","Mainz 05",22,"Defender",33,1,2879,3,3,0,6.97515151515152,0,3,0.545454545454545,1.90909090909091,1.36363636363636,0.848484848484849,0.181818181818182,0.696969696969697,36.2121212121212,81.9246861924686,1.66666666666667,1.15151515151515,0.878787878787879,1.78787878787879,0.333333333333333,0
"01-Jul","France","Nordi Mukiele","in","Montpellier","France","RB Leipzig","Germany",16,71,94,2018,1,7,299077,"Nordi Mukiele","RasenBallsport Leipzig",21,"Defender",19,5,1227,0,3,0,6.99315789473684,1,1,0.421052631578947,0.578947368421053,0.947368421052632,1.10526315789474,0,0.736842105263158,30.5263157894737,72.7586206896552,2,1.26315789473684,1,1.84210526315789,0.157894736842105,0
"01-Jul","Sénégal","Salif Sané","in","Hannover 96","Germany","Schalke 04","Germany",8,89,95,2018,1,7,94912,"Salif Sané","Schalke 04",29,"Defender",30,1,2613,1,4,0,7.062,2,0,0.633333333333333,0.2,0.466666666666667,1.1,0.0333333333333333,0.2,51.0666666666667,83.1592689295039,1.8,2.26666666666667,0.9,4.76666666666667,0.966666666666667,0
"01-Jul","Allemagne","Suat Serdar","in","Mainz","Germany","Schalke 04","Germany",11,92,95,2018,1,7,296119,"Suat Serdar","Schalke 04",22,"Midfielder",26,6,1737,1,3,2,6.57692307692308,2,1,1.15384615384615,0.576923076923077,1.42307692307692,1.07692307692308,0.0769230769230769,1.42307692307692,16.8076923076923,71.6247139588101,1.96153846153846,0.884615384615385,1.5,0.153846153846154,0.230769230769231,0
"17-Aug","Maroc","Hamza Mendyl","in","Lille","France","Schalke 04","Germany",6,67,95,2018,17,8,322494,"Hamza Mendyl","Schalke 04",22,"Defender",9,2,545,0,5,0,6.40666666666667,0,0,0.333333333333333,0,0.777777777777778,0.666666666666667,0,0.333333333333333,21.8888888888889,72.5888324873096,1.88888888888889,0.888888888888889,1.22222222222222,0.666666666666667,0.222222222222222,0
"28-Aug","Allemagne","Sebastian Rudy","in","Bayern Munich","Germany","Schalke 04","Germany",16,83,95,2018,28,8,38649,"Sebastian Rudy","Schalke 04",29,"Midfielder",21,4,1360,0,4,0,6.42428571428571,0,0,0.238095238095238,0.619047619047619,0.333333333333333,0.80952380952381,0,0.523809523809524,30.5714285714286,80.5295950155763,2.0952380952381,0.714285714285714,1.38095238095238,0.619047619047619,0.0952380952380952,0
"29-Jun","Allemagne","Gonzalo Castro","in","Dortmund","Germany","Stuttgart","Germany",5,84,96,2018,29,6,13423,"Gonzalo Castro","VfB Stuttgart",32,"Midfielder",25,6,1694,0,4,0,6.5452,2,4,0.52,1.16,0.24,0.6,0,0.84,32.04,77.0287141073658,2,1.16,1.2,0.8,0.2,0
"01-Jul","Espagne","Pablo Maffeo","in","Manchester City","England","Stuttgart","Germany",10,13,96,2018,1,7,294848,"Pablo Maffeo","VfB Stuttgart",22,"Defender",8,0,602,0,1,0,6.5325,0,0,0.5,0.5,1.25,1.5,0,2.25,26.5,76.4150943396226,1.75,1.625,0.5,1,0.5,0
"01-Jul","Autriche","Martin Harnik","in","Hannover 96","Germany","Werder Bremen","Germany",2,89,97,2018,1,7,19787,"Martin Harnik","Werder Bremen",32,"Forward",18,8,829,0,2,0,6.58222222222222,4,2,1.55555555555556,0.722222222222222,0.333333333333333,0.333333333333333,0.444444444444444,0.5,14.2777777777778,63.0350194552529,0.666666666666667,0.166666666666667,0.888888888888889,0.444444444444444,0,0
"27-Jul","Pays-Bas","Davy Klaassen","in","Everton","England","Werder Bremen","Germany",13.5,8,97,2018,27,7,108860,"Davy Klaassen","Werder Bremen",26,"Midfielder",33,0,2823,2,5,0,6.88939393939394,5,4,0.96969696969697,1.18181818181818,0.515151515151515,0.727272727272727,0.0303030303030303,0.545454545454545,36,74.4949494949495,1.93939393939394,1.42424242424242,1.42424242424242,1.24242424242424,0.272727272727273,0
"31-Aug","Turquie","Nuri Sahin","in","Dortmund","Germany","Werder Bremen","Germany",1,84,97,2018,31,8,14176,"Nuri Sahin","Werder Bremen",31,"Midfielder",20,1,1487,1,5,0,6.91,1,1,0.6,0.75,0.45,0.45,0,0.65,54.15,86.3342566943675,3,1.85,1.4,1.95,0.15,0
"29-Jun","Allemagne","Daniel Ginczek","in","Stuttgart","Germany","Wolfsburg","Germany",10,96,98,2018,29,6,80388,"Daniel Ginczek","Wolfsburg",28,"Forward",24,12,1275,3,4,0,6.67833333333333,6,2,1.45833333333333,0.541666666666667,0.583333333333333,0.583333333333333,0.166666666666667,1.04166666666667,13.9166666666667,58.6826347305389,0.375,0.125,0.583333333333333,0.791666666666667,0.0833333333333333,0
"06-Aug","France","J.  Roussillon","in","Montpellier","France","Wolfsburg","Germany",8,71,98,2018,6,8,97145,"Jérôme Roussillon","Wolfsburg",26,"Defender",28,0,2466,3,4,0,7.02571428571428,3,4,0.714285714285714,1.07142857142857,1.75,1.42857142857143,0,1.25,36.6071428571429,77.2682926829268,1.5,1.10714285714286,0.714285714285714,1.46428571428571,0.25,0
"28-Aug","Pays-Bas","Kevin Strootman","in","AS Roma","Italy","Marseille","France",25,42,69,2018,28,8,35954,"Kevin Strootman","Marseille",29,"Midfielder",28,7,1941,0,7,0,6.755,1,5,0.571428571428571,0.892857142857143,0.357142857142857,0.321428571428571,0.0714285714285714,0.607142857142857,40.8214285714286,82.3272090988626,2.71428571428571,0.857142857142857,1.25,0.928571428571429,0.214285714285714,0
"30-Aug","Argentine","Pablo de Blasis","in","Mainz","Germany","Eibar","Spain",2,92,26,2018,30,8,41395,"Pablo De Blasis","Eibar",31,"Midfielder",24,8,1517,1,3,1,6.45166666666667,2,0,0.5,0.916666666666667,0.333333333333333,0.458333333333333,0,0.666666666666667,26.7083333333333,70.3588143525741,1.33333333333333,0.541666666666667,0.75,0.791666666666667,0,0
"17-Aug","Côte d'Ivoire","Koffi Djidji","in","Nantes","France","Torino","Italy",4.5,72,59,2018,17,8,109835,"Koffi Djidji","Torino",26,"Defender",17,1,1388,1,2,0,6.87411764705882,0,0,0.117647058823529,0,0.882352941176471,0.176470588235294,0,0.411764705882353,34.7647058823529,82.9103214890017,2.17647058823529,1.41176470588235,0.764705882352941,3.58823529411765,1.11764705882353,0
"01-Jul","Italie","Vincenzo Grifo","in","M'gladbach","Germany","Hoffenheim","Germany",5.5,85,91,2018,1,7,121192,"Vincenzo Grifo","Freiburg",26,"Midfielder",16,0,1431,1,1,0,7.246875,6,3,2.625,2.1875,1.875,1.0625,0.5625,1.5625,43.3125,79.2207792207792,1.625,0.125,0.5,0.5625,0.0625,0
"16-Aug","France","Gaëtan Laborde","in","Bordeaux","France","Montpellier","France",5,63,71,2018,16,8,140051,"Gaetan Laborde","Montpellier",25,"Forward",36,1,2916,3,1,1,7.03916666666666,11,4,2.38888888888889,1.02777777777778,1.19444444444444,1,0.194444444444444,1.66666666666667,24.1111111111111,67.3963133640553,1,0.166666666666667,0.944444444444444,0.722222222222222,0.0555555555555556,0
"10-Jul","Italie","Antonio Barreca","in","Torino","Italy","Monaco","France",12,59,70,2018,10,7,143524,"Antonio Barreca","Monaco",24,"Defender",7,0,596,0,0,0,6.64,0,1,0.714285714285714,0.714285714285714,0.285714285714286,1,0,0.857142857142857,24,75,1.57142857142857,1,1,2.42857142857143,0.285714285714286,0
"28-Aug","France","G.  Fofana","in","Amiens","France","Guingamp","France",1,61,66,2018,28,8,256056,"Guessouma Fofana","Guingamp",26,"Midfielder",10,6,475,0,2,0,6.167,0,0,0.6,0.1,0.1,0.5,0,0.7,12.4,76.6129032258064,1.4,0.6,1.2,0.8,0,0
"28-Aug","Allemagne","B.  Henrichs","in","Bayer Leverkusen","Germany","Monaco","France",20,82,70,2018,28,8,296769,"Benjamin Henrichs","Monaco",22,"Defender",22,1,1827,0,3,0,6.75318181818182,1,2,0.454545454545455,1.04545454545455,0.590909090909091,1.90909090909091,0.181818181818182,0.5,38.2727272727273,73.9904988123515,2.63636363636364,1.59090909090909,1.59090909090909,1.81818181818182,0,0
"31-Aug","Argentine","G.  Lo Celso","in","Paris S-G","France","Real Betis","Spain",25,75,24,2018,31,8,303908,"Giovani Lo Celso","Real Betis",23,"Midfielder",32,5,2401,4,5,0,7.058125,9,4,2,0.84375,1.96875,2.09375,0.03125,1.6875,44.5,82.935393258427,1.625,0.53125,1.125,0.25,0.03125,0
"29-Aug","République Dominicaine","Mariano","in","Lyon","France","Real Madrid","Spain",21.5,68,37,2018,29,8,323236,"Mariano","Real Madrid",26,"Forward",13,10,441,0,2,0,6.36076923076923,3,0,1.76923076923077,0.384615384615385,0.0769230769230769,0.307692307692308,1.07692307692308,0.307692307692308,7.07692307692308,75,0.153846153846154,0,0.384615384615385,0.153846153846154,0,0
"05-Jul","Espagne","Rubén Sobrino","in","Manchester City","England","Alavés","Spain",2,13,21,2018,5,7,323250,"Rubén Sobrino","Deportivo Alaves",27,"Forward",20,10,964,2,2,0,6.4765,3,1,1,0.45,0.8,0.65,0.2,0.85,11.7,68.3760683760684,0.8,0.1,1.4,0.5,0.05,0
"30-Aug","Afrique du Sud","Lebo Mothiba","in","Lille","France","Strasbourg","France",4,67,79,2018,30,8,329620,"Lebo Mothiba","Strasbourg",23,"Forward",32,14,1769,1,3,0,6.549375,9,2,1.09375,0.46875,0.40625,0.8125,0.28125,1.0625,13.34375,78.4543325526932,0.3125,0,1.53125,0.1875,0.03125,0
